['GLR', 'SPQ', 'LKJ']
Going R toward XDX
Going R toward NKN
Going L toward GBQ
Going R toward JPT
Going L toward GCS
Going R toward NCC
Going R toward KGL
Going L toward NSH
Going L toward SHX
Going R toward BQJ
Going L toward QMD
Going R toward CCG
Going L toward PVB
Going L toward CVT
Going R toward KNV
Going R toward RFL
Going L toward VMX
Going L toward GTG
Going R toward RQV
Going L toward XRD
Going L toward SQN
Going L toward VVL
Going R toward QHG
Going R toward NGC
Going L toward GKM
Going R toward CJJ
Going L toward PXJ
Going R toward CMB
Going R toward KJD
Going R toward JCM
Going L toward HKH
Going R toward GCC
Going R toward QRD
Going R toward BBQ
Going L toward XKC
Going R toward CQV
Going R toward DQR
Going R toward FCQ
Going L toward XKQ
Going R toward JTF
Going L toward DVR
Going R toward TRK
Going L toward SSQ
Going R toward DDQ
Going R toward DMJ
Going R toward BRM
Going L toward BPD
Going L toward HRM
Going L toward GNJ
Going R toward KCN
Going L toward PQP
Going R toward SRM
Going R toward DLD
Going L toward LBV
Going R toward SSN
Going L toward KVT
Going R toward VMF
Going R toward HMF
Going R toward HLQ
Going L toward MKF
Going R toward LQS
Going R toward XDX
Going R toward NKN
Going L toward GBQ
Going R toward JPT
Going R toward VGX
Going R toward NCC
Going L toward RGL
Going R toward TMK
Going L toward JTQ
Going R toward BQJ
Going R toward PBN
Going R toward CCG
Going L toward PVB
Going R toward MMK
Going R toward KNV
Going R toward RFL
Going L toward VMX
Going R toward QCR
Going R toward FRV
Going R toward CGJ
Going L toward MVX
Going R toward VVL
Going R toward QHG
Going R toward NGC
Going R toward TTN
Going L toward GLB
Going L toward PXJ
Going R toward CMB
Going L toward PVL
Going R toward JCM
Going R toward KDS
Going R toward SHP
Going L toward QRD
Going R toward BBQ
Going R toward HHR
Going R toward CQV
Going L toward MXC
Going R toward FCQ
Going R toward MFB
Going L toward JTF
Going L toward DVR
Going R toward TRK
Going R toward LPX
Going R toward XND
Going L toward DMJ
Going L toward KQL
Going R toward NCB
Going R toward TPB
Going L toward GNJ
Going L toward KCN
Going R toward VBQ
Going L toward SRM
Going R toward DLD
Going L toward LBV
Going R toward SSN
Going R toward KLR
Going R toward VMF
Going L toward QLC
Going R toward HLQ
Going R toward GBN
Going R toward LQS
Going L toward JKR
Going L toward MDR
Going R toward RSF
Going R toward SCP
Going R toward GCS
Going L toward VBJ
Going L toward RGL
Going R toward TMK
Going R toward SHX
Going R toward BQJ
Going L toward QMD
Going R toward CCG
Going R toward GBB
Going L toward MMK
Going R toward KNV
Going R toward RFL
Going L toward VMX
Going R toward QCR
Going L toward RQV
Going R toward CGJ
Going R toward SQN
Going L toward VVL
Going L toward RDJ
Going R toward NGC
Going R toward TTN
Going R toward CJJ
Going L toward PXJ
Going R toward CMB
Going R toward KJD
Going R toward JCM
Going L toward HKH
Going L toward SHP
Going R toward HDF
Going R toward GDL
Going R toward XKC
Going L toward LJN
Going R toward DQR
Going R toward FCQ
Going L toward XKQ
Going L toward QTM
Going L toward KDL
Going R toward TRK
Going R toward LPX
Going L toward DDQ
Going R toward DMJ
Going L toward KQL
Going L toward BPD
Going L toward HRM
Going R toward GNJ
Going L toward KCN
Going R toward VBQ
Going R toward LHT
Going R toward DLD
Going L toward LBV
Going R toward SSN
Going L toward KVT
Going R toward VMF
Going L toward QLC
Going L toward HHT
Going L toward MKF
Going R toward LQS
Going R toward XDX
Going L toward MDR
Going R toward RSF
Going R toward SCP
Going L toward VGX
Going L toward VBJ
Going L toward RGL
Going R toward TMK
Going R toward SHX
Going R toward BQJ
Going L toward QMD
Going L toward FNP
Going R toward GBB
Going R toward CVT
Going R toward KNV
Going L toward FTH
Going R toward DBF
Going L toward QCR
Going R toward FRV
Going L toward XRD
Going L toward SQN
Going R toward JFP
Going R toward RDJ
Going L toward QQQ
Going R toward GKM
Going L toward GLB
Going R toward QQJ
Going R toward JGH
Going R toward KJD
Going L toward JRX
Going R toward HKH
Going L toward SHP
Going R toward HDF
Going L toward BBQ
Going L toward XKC
Going R toward CQV
Going L toward MXC
Going R toward FCQ
Going R toward MFB
Going L toward JTF
Going R toward KDL
Going R toward TRK
Going R toward LPX
Going L toward DDQ
Going R toward DMJ
Going R toward BRM
Going L toward BPD
Going R toward HRM
Going L toward GNJ
Going R toward KCN
Going R toward VBQ
Going R toward LHT
Going L toward PGK
Going R toward LBV
Going L toward LVM
Going R toward KVT
Going R toward VMF
Going L toward QLC
Going R toward HLQ
Going R toward GBN
Going L toward VLR
Going R toward XDX
Going L toward MDR
Going R toward RSF
Going R toward SCP
Going L toward VGX
Going L toward VBJ
Going R toward KGL
Going L toward NSH
Going R toward JTQ
Going L toward DSR
Going R toward PBN
Going R toward CCG
Going L toward PVB
Going R toward MMK
Going L toward CXD
Going L toward FTH
Going R toward DBF
Going R toward GTG
Going L toward FRV
Going R toward CGJ
Going R toward SQN
Going L toward VVL
Going R toward QHG
Going L toward QQQ
Going R toward GKM
Going R toward CJJ
Going L toward PXJ
Going L toward JGH
Going R toward KJD
Going L toward JRX
Going R toward HKH
Going L toward SHP
Going L toward QRD
Going R toward BBQ
Going R toward HHR
Going L toward LJN
Going L toward MXC
Going R toward FCQ
Going L toward XKQ
Going L toward QTM
Going L toward KDL
Going R toward TRK
Going R toward LPX
Going L toward DDQ
Going R toward DMJ
Going L toward KQL
Going R toward NCB
Going R toward TPB
Going R toward SBF
Going L toward KCN
Going R toward VBQ
Going R toward LHT
Going R toward DLD
Going L toward LBV
Going R toward SSN
Going R toward KLR
Going R toward VMF
Going L toward QLC
Going R toward HLQ
Going L toward MKF
Going R toward LQS
Going L toward JKR
Going R toward NKN
Going R toward RSF
Going R toward SCP
Going L toward VGX
Going L toward VBJ
Going L toward RGL
Going R toward TMK
Going L toward JTQ
Going R toward BQJ
Going R toward PBN
Going L toward FNP
Going R toward GBB
Going L toward MMK
Going R toward KNV
Going R toward RFL
Going R toward DBF
Going L toward QCR
Going R toward FRV
Going R toward CGJ
Going R toward SQN
Going L toward VVL
Going R toward QHG
Going R toward NGC
Going R toward TTN
Going L toward GLB
Going R toward QQJ
Going L toward CMB
Going R toward KJD
Going R toward JCM
Going R toward KDS
Going L toward GCC
Going R toward QRD
Going R toward BBQ
Going R toward HHR
Going L toward LJN
Going R toward DQR
Going R toward FCQ
Going R toward MFB
Going L toward JTF
Going R toward KDL
Going R toward TRK
Going R toward LPX
Going R toward XND
Going L toward DMJ
Going L toward KQL
Going R toward NCB
Going L toward HRM
Going R toward GNJ
Going R toward KCN
Going R toward VBQ
Going L toward SRM
Going R toward DLD
Going R toward TMB
Going R toward LVM
Going L toward KLR
Going R toward VMF
Going R toward HMF
Going L toward HHT
Going L toward MKF
Going R toward LQS
Going R toward XDX
Going R toward NKN
Going L toward GBQ
Going L toward SCP
Going R toward GCS
Going R toward NCC
Going L toward RGL
Going L toward NSH
Going R toward JTQ
Going L toward DSR
Going R toward PBN
Going L toward FNP
Going R toward GBB
Going R toward CVT
Going R toward KNV
Going L toward FTH
Going R toward DBF
Going R toward GTG
Going R toward RQV
Going L toward XRD
Going L toward SQN
Going R toward JFP
Going R toward RDJ
Going R toward NGC
Going L toward GKM
Going L toward GLB
Going R toward QQJ
Going R toward JGH
Going R toward KJD
Going L toward JRX
Going R toward HKH
Going R toward GCC
Going L toward HDF
Going R toward GDL
Going R toward XKC
Going L toward LJN
Going R toward DQR
Going L toward MBF
Going R toward MFB
Going R toward QTM
Going L toward KDL
Going L toward CVH
Going R toward SSQ
Going R toward DDQ
Going R toward DMJ
Going L toward KQL
Going R toward NCB
Going R toward TPB
Going R toward SBF
Going L toward KCN
Going L toward PQP
Going R toward SRM
Going R toward DLD
Going R toward TMB
Going L toward SSN
Going R toward KLR
Going R toward VMF
Going L toward QLC
Going L toward HHT
Going L toward MKF
Going R toward LQS
Going R toward XDX
Going L toward MDR
Going R toward RSF
Going L toward JPT
Going L toward GCS
Going L toward VBJ
Going R toward KGL
Going L toward NSH
Going R toward JTQ
Going R toward BQJ
Going R toward PBN
Going L toward FNP
Going R toward GBB
Going L toward MMK
Going R toward KNV
Going L toward FTH
Going L toward VMX
Going L toward GTG
Going R toward RQV
Going R toward CGJ
Going L toward MVX
Going R toward VVL
Going R toward QHG
Going L toward QQQ
Going L toward TTN
Going L toward GLB
Going R toward QQJ
Going R toward JGH
Going R toward KJD
Going L toward JRX
Going L toward KDS
Going R toward SHP
Going R toward HDF
Going R toward GDL
Going L toward HHR
Going R toward CQV
Going L toward MXC
Going R toward FCQ
Going L toward XKQ
Going L toward QTM
Going R toward DVR
Going R toward TRK
Going L toward SSQ
Going R toward DDQ
Going L toward XPS
Going R toward BRM
Going R toward NCB
Going R toward TPB
Going L toward GNJ
Going R toward KCN
Going L toward PQP
Going R toward SRM
Going L toward PGK
Going L toward TMB
Going R toward LVM
Going L toward KLR
Going R toward VMF
Going R toward HMF
Going L toward HHT
Going R toward GBN
Going R toward LQS
Going R toward XDX
Going L toward MDR
Going R toward RSF
Going R toward SCP
Going L toward VGX
Going R toward NCC
Going L toward RGL
Going R toward TMK
Going R toward SHX
Going R toward BQJ
Going L toward QMD
Going R toward CCG
Going L toward PVB
Going R toward MMK
Going R toward KNV
Going L toward FTH
Going R toward DBF
Going R toward GTG
Going L toward FRV
Going R toward CGJ
Going L toward MVX
Going R toward VVL
Going R toward QHG
Going L toward QQQ
Going L toward TTN
Going R toward CJJ
Going L toward PXJ
Going R toward CMB
Going L toward PVL
Going R toward JCM
Going R toward KDS
Going L toward GCC
Going R toward QRD
Going L toward GDL
Going L toward HHR
Going R toward CQV
Going R toward DQR
Going L toward MBF
Going R toward MFB
Going R toward QTM
Going L toward KDL
Going R toward TRK
Going L toward SSQ
Going R toward DDQ
Going R toward DMJ
Going L toward KQL
Going L toward BPD
Going R toward HRM
Going L toward GNJ
Going R toward KCN
Going L toward PQP
Going L toward LHT
Going R toward DLD
Going R toward TMB
Going L toward SSN
Going L toward KVT
Going R toward VMF
Going L toward QLC
Going L toward HHT
Going L toward MKF
Going R toward LQS
Going R toward XDX
Going L toward MDR
Going R toward RSF
Going L toward JPT
Going R toward VGX
Going R toward NCC
Going R toward KGL
Going L toward NSH
Going R toward JTQ
Going R toward BQJ
Going R toward PBN
Going L toward FNP
Going R toward GBB
Going R toward CVT
Going R toward KNV
Going L toward FTH
Going R toward DBF
Going L toward QCR
Going R toward FRV
Going L toward XRD
Going R toward MVX
Going R toward VVL
Going R toward QHG
Going L toward QQQ
Going L toward TTN
Going L toward GLB
Going R toward QQJ
Going L toward CMB
Going R toward KJD
Going R toward JCM
Going L toward HKH
Going R toward GCC
Going L toward HDF
Going R toward GDL
Going R toward XKC
Going R toward CQV
Going L toward MXC
Going R toward FCQ
Going R toward MFB
Going R toward QTM
Going L toward KDL
Going R toward TRK
Going R toward LPX
Going R toward XND
Going L toward DMJ
Going R toward BRM
Going L toward BPD
Going R toward HRM
Going R toward GNJ
Going R toward KCN
Going L toward PQP
Going R toward SRM
Going R toward DLD
Going R toward TMB
Going L toward SSN
Going R toward KLR
Going R toward VMF
Going R toward HMF
Going L toward HHT
Going R toward GBN
Going R toward LQS
Going R toward XDX
Going R toward NKN
Going L toward GBQ
Going L toward SCP
Going R toward GCS
Going L toward VBJ
Going R toward KGL
Going R toward TMK
Going R toward SHX
Going L toward DSR
Going R toward PBN
Going R toward CCG
Going R toward GBB
Going L toward MMK
Going R toward KNV
Going R toward RFL
Going L toward VMX
Going L toward GTG
Going R toward RQV
Going R toward CGJ
Going R toward SQN
Going L toward VVL
Going L toward RDJ
Going R toward NGC
Going R toward TTN
Going L toward GLB
Going L toward PXJ
Going R toward CMB
Going L toward PVL
Going R toward JCM
Going L toward HKH
Going R toward GCC
Going R toward QRD
Going R toward BBQ
Going L toward XKC
Going R toward CQV
Going R toward DQR
Going R toward FCQ
Going L toward XKQ
Going L toward QTM
Going R toward DVR
Going R toward TRK
Going R toward LPX
Going L toward DDQ
Going L toward XPS
Going R toward BRM
Going R toward NCB
Going R toward TPB
Going L toward GNJ
Going R toward KCN
Going R toward VBQ
Going L toward SRM
Going R toward DLD
Going R toward TMB
Going L toward SSN
Going R toward KLR
Going L toward TND
Going R toward HMF
Going R toward HLQ
Going L toward MKF
Going L toward VLR
Going R toward XDX
Going R toward NKN
Going R toward RSF
Going L toward JPT
Going R toward VGX
Going R toward NCC
Going R toward KGL
Going L toward NSH
Going L toward SHX
Going R toward BQJ
Going R toward PBN
Going R toward CCG
Going L toward PVB
Going R toward MMK
Going R toward KNV
Going L toward FTH
Going L toward VMX
Going L toward GTG
Going R toward RQV
Going R toward CGJ
Going L toward MVX
Going R toward VVL
Going L toward RDJ
Going L toward QQQ
Going L toward TTN
Going R toward CJJ
Going L toward PXJ
Going R toward CMB
Going R toward KJD
Going R toward JCM
Going L toward HKH
Going R toward GCC
Going L toward HDF
Going R toward GDL
Going L toward HHR
Going L toward LJN
Going L toward MXC
Going R toward FCQ
Going R toward MFB
Going L toward JTF
Going R toward KDL
Going R toward TRK
Going L toward SSQ
Going L toward XND
Going L toward DMJ
Going R toward BRM
Going R toward NCB
Going R toward TPB
Going L toward GNJ
Going L toward KCN
Going R toward VBQ
Going R toward LHT
Going R toward DLD
Going L toward LBV
Going R toward SSN
Going L toward KVT
Going R toward VMF
Going L toward QLC
Going L toward HHT
Going R toward GBN
Going R toward LQS
Going L toward JKR
Going R toward NKN
Going L toward GBQ
Going R toward JPT
Going R toward VGX
Going R toward NCC
Going L toward RGL
Going R toward TMK
Going L toward JTQ
Going R toward BQJ
Going L toward QMD
Going L toward FNP
Going R toward GBB
Going L toward MMK
Going R toward KNV
Going R toward RFL
Going L toward VMX
Going R toward QCR
Going R toward FRV
Going R toward CGJ
Going L toward MVX
Going R toward VVL
Going R toward QHG
Going L toward QQQ
Going R toward GKM
Going L toward GLB
Going R toward QQJ
Going R toward JGH
Going R toward KJD
Going L toward JRX
Going R toward HKH
Going L toward SHP
Going R toward HDF
Going R toward GDL
Going L toward HHR
Going R toward CQV
Going R toward DQR
Going L toward MBF
Going R toward MFB
Going L toward JTF
Going R toward KDL
Going R toward TRK
Going L toward SSQ
Going L toward XND
Going R toward XPS
Going L toward KQL
Going R toward NCB
Going L toward HRM
Going R toward GNJ
Going R toward KCN
Going L toward PQP
Going R toward SRM
Going L toward PGK
Going L toward TMB
Going R toward LVM
Going R toward KVT
Going L toward TND
Going R toward HMF
Going R toward HLQ
Going L toward MKF
Going R toward LQS
Going L toward JKR
Going R toward NKN
Going R toward RSF
Going L toward JPT
Going L toward GCS
Going R toward NCC
Going L toward RGL
Going R toward TMK
Going L toward JTQ
Going L toward DSR
Going R toward PBN
Going R toward CCG
Going L toward PVB
Going L toward CVT
Going R toward KNV
Going L toward FTH
Going L toward VMX
Going L toward GTG
Going R toward RQV
Going R toward CGJ
Going L toward MVX
Going R toward VVL
Going L toward RDJ
Going R toward NGC
Going R toward TTN
Going R toward CJJ
Going L toward PXJ
Going R toward CMB
Going R toward KJD
Going R toward JCM
Going L toward HKH
Going R toward GCC
Going R toward QRD
Going R toward BBQ
Going L toward XKC
Going R toward CQV
Going L toward MXC
Going R toward FCQ
Going L toward XKQ
Going R toward JTF
Going R toward KDL
Going R toward TRK
Going L toward SSQ
Going L toward XND
Going L toward DMJ
Going R toward BRM
Going L toward BPD
Going R toward HRM
Going R toward GNJ
Going L toward KCN
